,sentiment_textblob_movie
5356,Positive
5357,Positive
5358,Positive
5359,Negative
5360,Negative
5361,Positive
5362,Positive
5363,Positive
5364,Negative
5365,Positive
5366,Positive
5367,Positive
5368,Positive
5369,Negative
5370,Positive
5371,Positive
5372,Positive
5373,Positive
5374,Negative
5375,Positive
5376,Positive
5377,Positive
5378,Positive
5379,Positive
5380,Positive
5381,Positive
5382,Positive
5383,Negative
5384,Negative
5385,Positive
5386,Positive
5387,Negative
5388,Positive
5389,Positive
5390,Negative
5391,Positive
5392,Positive
5393,Positive
5394,Positive
5395,Positive
5396,Negative
5397,Positive
5398,Negative
5399,Positive
5400,Positive
5401,Positive
5402,Negative
5403,Positive
5404,Negative
5405,Positive
5406,Negative
5407,Positive
5408,Positive
5409,Negative
5410,Positive
5411,Positive
5412,Positive
5413,Negative
5414,Positive
5415,Positive
5416,Negative
5417,Negative
5418,Positive
5419,Positive
5420,Positive
5421,Negative
5422,Negative
5423,Negative
5424,Positive
5425,Positive
5426,Positive
5427,Positive
5428,Positive
5429,Positive
5430,Negative
5431,Negative
5432,Positive
5433,Positive
5434,Positive
5435,Positive
5436,Positive
5437,Positive
5438,Positive
5439,Positive
5440,Positive
5441,Positive
5442,Positive
5443,Positive
5444,Positive
5445,Positive
5446,Positive
5447,Positive
5448,Positive
5449,Positive
5450,Positive
5451,Positive
5452,Positive
5453,Positive
5454,Positive
5455,Negative
5456,Negative
5457,Positive
5458,Positive
5459,Positive
5460,Negative
5461,Negative
5462,Positive
5463,Positive
5464,Positive
5465,Positive
5466,Positive
5467,Negative
5468,Positive
5469,Positive
5470,Negative
5471,Positive
5472,Positive
5473,Positive
5474,Positive
5475,Negative
5476,Positive
5477,Positive
5478,Negative
5479,Negative
5480,Negative
5481,Positive
5482,Negative
5483,Negative
5484,Negative
5485,Positive
5486,Positive
5487,Positive
5488,Positive
5489,Positive
5490,Positive
5491,Positive
5492,Positive
5493,Positive
5494,Positive
5495,Negative
5496,Positive
5497,Negative
5498,Positive
5499,Positive
5500,Positive
5501,Negative
5502,Positive
5503,Positive
5504,Positive
5505,Positive
5506,Negative
5507,Negative
5508,Positive
5509,Positive
5510,Positive
5511,Positive
5512,Positive
5513,Positive
5514,Negative
5515,Positive
5516,Positive
5517,Negative
5518,Positive
5519,Positive
5520,Positive
5521,Negative
5522,Negative
5523,Negative
5524,Positive
5525,Negative
5526,Negative
5527,Negative
5528,Positive
5529,Positive
5530,Positive
5531,Negative
5532,Positive
5533,Positive
5534,Positive
5535,Negative
5536,Positive
5537,Negative
5538,Positive
5539,Positive
5540,Positive
5541,Negative
5542,Negative
5543,Positive
5544,Negative
5545,Negative
5546,Positive
5547,Positive
5548,Negative
5549,Positive
5550,Positive
5551,Negative
5552,Positive
5553,Negative
5554,Negative
5555,Negative
5556,Positive
5557,Negative
5558,Positive
5559,Positive
5560,Positive
5561,Negative
5562,Positive
5563,Negative
5564,Positive
5565,Positive
5566,Negative
5567,Positive
5568,Positive
5569,Negative
5570,Positive
5571,Positive
5572,Positive
5573,Negative
5574,Positive
5575,Positive
5576,Positive
5577,Positive
5578,Positive
5579,Positive
5580,Negative
5581,Positive
5582,Positive
5583,Positive
5584,Positive
5585,Positive
5586,Positive
5587,Negative
5588,Positive
5589,Negative
5590,Positive
5591,Positive
5592,Positive
5593,Negative
5594,Positive
5595,Negative
5596,Positive
5597,Positive
5598,Positive
5599,Positive
5600,Positive
5601,Positive
5602,Positive
5603,Negative
5604,Positive
5605,Positive
5606,Positive
5607,Positive
5608,Negative
5609,Positive
5610,Positive
5611,Negative
5612,Negative
5613,Positive
5614,Positive
5615,Positive
5616,Positive
5617,Negative
5618,Positive
5619,Positive
5620,Positive
5621,Positive
5622,Negative
5623,Positive
5624,Negative
5625,Positive
5626,Positive
5627,Positive
5628,Negative
5629,Positive
5630,Positive
5631,Positive
5632,Positive
5633,Negative
5634,Positive
5635,Negative
5636,Negative
5637,Positive
5638,Positive
5639,Positive
5640,Positive
5641,Negative
5642,Negative
5643,Positive
5644,Positive
5645,Positive
5646,Positive
5647,Positive
5648,Negative
5649,Negative
5650,Negative
5651,Positive
5652,Negative
5653,Negative
5654,Negative
5655,Positive
5656,Negative
5657,Negative
5658,Negative
5659,Positive
5660,Positive
5661,Negative
5662,Positive
5663,Positive
5664,Positive
5665,Positive
5666,Positive
5667,Positive
5668,Positive
5669,Positive
5670,Positive
5671,Positive
5672,Positive
5673,Positive
5674,Negative
5675,Negative
5676,Positive
5677,Positive
5678,Positive
5679,Negative
5680,Positive
5681,Negative
5682,Positive
5683,Negative
5684,Negative
5685,Positive
5686,Negative
5687,Negative
5688,Positive
5689,Negative
5690,Positive
5691,Positive
5692,Positive
5693,Positive
5694,Positive
5695,Positive
5696,Positive
5697,Negative
5698,Positive
5699,Negative
5700,Positive
5701,Negative
5702,Positive
5703,Positive
5704,Negative
5705,Negative
5706,Positive
5707,Positive
5708,Positive
5709,Positive
5710,Positive
5711,Negative
5712,Negative
5713,Positive
5714,Positive
5715,Positive
5716,Negative
5717,Positive
5718,Positive
5719,Negative
5720,Positive
5721,Positive
5722,Negative
5723,Positive
5724,Positive
5725,Negative
5726,Positive
5727,Negative
5728,Positive
5729,Positive
5730,Positive
5731,Positive
5732,Positive
5733,Positive
5734,Negative
5735,Positive
5736,Positive
5737,Positive
5738,Positive
5739,Positive
5740,Negative
5741,Positive
5742,Positive
5743,Negative
5744,Positive
5745,Negative
5746,Negative
5747,Negative
5748,Positive
5749,Negative
5750,Positive
5751,Positive
5752,Negative
5753,Positive
5754,Negative
5755,Positive
5756,Negative
5757,Negative
5758,Positive
5759,Positive
5760,Negative
5761,Positive
5762,Positive
5763,Positive
5764,Positive
5765,Positive
5766,Negative
5767,Positive
5768,Positive
5769,Positive
5770,Positive
5771,Positive
5772,Negative
5773,Positive
5774,Negative
5775,Negative
5776,Negative
5777,Positive
5778,Positive
5779,Positive
5780,Positive
5781,Positive
5782,Positive
5783,Negative
5784,Positive
5785,Negative
5786,Positive
5787,Positive
5788,Positive
5789,Positive
5790,Negative
5791,Positive
5792,Positive
5793,Positive
5794,Negative
5795,Positive
5796,Positive
5797,Positive
5798,Positive
5799,Positive
5800,Positive
5801,Positive
5802,Negative
5803,Negative
5804,Negative
5805,Positive
5806,Positive
5807,Positive
5808,Negative
5809,Positive
5810,Positive
5811,Positive
5812,Positive
5813,Positive
5814,Negative
5815,Negative
5816,Positive
5817,Negative
5818,Positive
5819,Positive
5820,Negative
5821,Positive
5822,Negative
5823,Positive
5824,Positive
5825,Negative
5826,Positive
5827,Positive
5828,Positive
5829,Positive
5830,Positive
5831,Positive
5832,Negative
5833,Negative
5834,Positive
5835,Positive
5836,Positive
5837,Negative
5838,Negative
5839,Negative
5840,Positive
5841,Positive
5842,Positive
5843,Positive
5844,Positive
5845,Negative
5846,Negative
5847,Positive
5848,Positive
5849,Positive
5850,Positive
5851,Negative
5852,Positive
5853,Negative
5854,Positive
5855,Positive
5856,Negative
5857,Positive
5858,Negative
5859,Positive
5860,Positive
5861,Negative
5862,Positive
5863,Positive
5864,Positive
5865,Positive
5866,Positive
5867,Negative
5868,Positive
5869,Positive
5870,Positive
5871,Positive
5872,Negative
5873,Positive
5874,Positive
5875,Negative
5876,Positive
5877,Positive
5878,Negative
5879,Positive
5880,Positive
5881,Positive
5882,Positive
5883,Negative
5884,Positive
5885,Positive
5886,Positive
5887,Positive
5888,Positive
5889,Positive
5890,Positive
5891,Positive
5892,Positive
5893,Negative
5894,Positive
5895,Positive
5896,Positive
5897,Positive
5898,Positive
5899,Positive
5900,Positive
5901,Negative
5902,Negative
5903,Negative
5904,Negative
5905,Positive
5906,Positive
5907,Positive
5908,Positive
5909,Negative
5910,Positive
5911,Positive
5912,Positive
5913,Negative
5914,Positive
5915,Positive
5916,Negative
5917,Positive
5918,Positive
5919,Negative
5920,Negative
5921,Positive
5922,Positive
5923,Positive
5924,Positive
5925,Positive
5926,Positive
5927,Positive
5928,Positive
5929,Positive
5930,Negative
5931,Negative
5932,Positive
5933,Positive
5934,Positive
5935,Positive
5936,Negative
5937,Negative
5938,Positive
5939,Positive
5940,Positive
5941,Positive
5942,Positive
5943,Negative
5944,Positive
5945,Negative
5946,Negative
5947,Positive
5948,Positive
5949,Positive
5950,Positive
5951,Positive
5952,Positive
5953,Negative
5954,Negative
5955,Negative
5956,Positive
5957,Positive
5958,Negative
5959,Negative
5960,Negative
5961,Negative
5962,Positive
5963,Positive
5964,Positive
5965,Positive
5966,Positive
5967,Positive
5968,Positive
5969,Negative
5970,Positive
5971,Negative
5972,Positive
5973,Positive
5974,Positive
5975,Positive
5976,Positive
5977,Negative
5978,Negative
5979,Negative
5980,Negative
5981,Positive
5982,Negative
5983,Positive
5984,Negative
5985,Negative
5986,Positive
5987,Positive
5988,Positive
5989,Positive
5990,Negative
5991,Positive
5992,Positive
5993,Positive
5994,Positive
5995,Positive
5996,Negative
5997,Positive
5998,Positive
5999,Positive
6000,Negative
6001,Positive
6002,Positive
6003,Negative
6004,Negative
6005,Positive
6006,Positive
6007,Positive
6008,Positive
6009,Positive
6010,Positive
6011,Positive
6012,Positive
6013,Positive
6014,Positive
6015,Positive
6016,Positive
6017,Negative
6018,Positive
6019,Positive
6020,Positive
6021,Positive
6022,Positive
6023,Positive
6024,Positive
6025,Negative
6026,Positive
6027,Negative
6028,Positive
6029,Positive
6030,Negative
6031,Positive
6032,Positive
6033,Positive
6034,Positive
6035,Negative
6036,Positive
6037,Positive
6038,Positive
6039,Negative
6040,Positive
6041,Positive
6042,Positive
6043,Negative
6044,Negative
6045,Positive
6046,Negative
6047,Negative
6048,Positive
6049,Positive
6050,Positive
6051,Negative
6052,Positive
6053,Negative
6054,Negative
6055,Positive
6056,Negative
6057,Negative
6058,Positive
6059,Positive
6060,Positive
6061,Negative
6062,Positive
6063,Negative
6064,Negative
6065,Positive
6066,Positive
6067,Positive
6068,Positive
6069,Positive
6070,Positive
6071,Positive
6072,Positive
6073,Positive
6074,Positive
6075,Negative
6076,Negative
6077,Positive
6078,Positive
6079,Negative
6080,Negative
6081,Positive
6082,Positive
6083,Positive
6084,Positive
6085,Positive
6086,Positive
6087,Positive
6088,Positive
6089,Positive
6090,Positive
6091,Positive
6092,Positive
6093,Positive
6094,Negative
6095,Negative
6096,Positive
6097,Positive
6098,Negative
6099,Positive
6100,Negative
6101,Negative
6102,Positive
6103,Positive
6104,Negative
6105,Positive
6106,Positive
6107,Negative
6108,Positive
6109,Negative
6110,Positive
6111,Positive
6112,Negative
6113,Positive
6114,Positive
6115,Negative
6116,Positive
6117,Positive
6118,Negative
6119,Negative
6120,Positive
6121,Negative
6122,Positive
6123,Positive
6124,Positive
6125,Negative
6126,Negative
6127,Negative
6128,Negative
6129,Positive
6130,Positive
6131,Positive
6132,Positive
6133,Positive
6134,Positive
6135,Positive
6136,Positive
6137,Positive
6138,Positive
6139,Negative
6140,Positive
6141,Positive
6142,Positive
6143,Positive
6144,Negative
6145,Positive
6146,Positive
6147,Positive
6148,Negative
6149,Negative
6150,Negative
6151,Positive
6152,Positive
6153,Positive
6154,Positive
6155,Positive
6156,Positive
6157,Positive
6158,Positive
6159,Negative
6160,Negative
6161,Positive
6162,Positive
6163,Positive
6164,Positive
6165,Negative
6166,Negative
6167,Positive
6168,Negative
6169,Positive
6170,Positive
6171,Positive
6172,Positive
6173,Positive
6174,Positive
6175,Positive
6176,Negative
6177,Positive
6178,Positive
6179,Negative
6180,Positive
6181,Positive
6182,Positive
6183,Positive
6184,Positive
6185,Positive
6186,Negative
6187,Negative
6188,Positive
6189,Positive
6190,Negative
6191,Negative
6192,Positive
6193,Negative
6194,Positive
6195,Positive
6196,Positive
6197,Positive
6198,Negative
6199,Positive
6200,Positive
6201,Positive
6202,Negative
6203,Positive
6204,Negative
6205,Positive
6206,Positive
6207,Positive
6208,Positive
6209,Positive
6210,Positive
6211,Negative
6212,Positive
6213,Positive
6214,Positive
6215,Positive
6216,Negative
6217,Negative
6218,Positive
6219,Positive
6220,Positive
6221,Positive
6222,Positive
6223,Positive
6224,Negative
6225,Positive
6226,Positive
6227,Positive
6228,Negative
6229,Positive
6230,Negative
6231,Positive
6232,Positive
6233,Positive
6234,Negative
6235,Positive
6236,Positive
6237,Negative
6238,Positive
6239,Positive
6240,Positive
6241,Positive
6242,Negative
6243,Negative
6244,Positive
6245,Positive
6246,Positive
6247,Negative
6248,Positive
6249,Negative
6250,Positive
6251,Positive
6252,Negative
6253,Positive
6254,Positive
6255,Negative
6256,Positive
6257,Positive
6258,Negative
6259,Positive
6260,Positive
6261,Negative
6262,Negative
6263,Negative
6264,Negative
6265,Negative
6266,Negative
6267,Positive
6268,Positive
6269,Positive
6270,Positive
6271,Positive
6272,Positive
6273,Positive
6274,Positive
6275,Positive
6276,Positive
6277,Negative
6278,Positive
6279,Positive
6280,Positive
6281,Positive
6282,Negative
6283,Negative
6284,Positive
6285,Positive
6286,Negative
6287,Negative
6288,Negative
6289,Positive
6290,Negative
6291,Negative
6292,Positive
6293,Positive
6294,Positive
6295,Positive
6296,Positive
6297,Negative
6298,Positive
6299,Positive
6300,Positive
6301,Negative
6302,Positive
6303,Negative
6304,Negative
6305,Negative
6306,Positive
6307,Negative
6308,Positive
6309,Positive
6310,Positive
6311,Positive
6312,Positive
6313,Negative
6314,Positive
6315,Positive
6316,Positive
6317,Positive
6318,Positive
6319,Negative
6320,Positive
6321,Positive
6322,Negative
6323,Positive
6324,Positive
6325,Negative
6326,Positive
6327,Negative
6328,Positive
6329,Negative
6330,Positive
6331,Negative
6332,Negative
6333,Positive
6334,Negative
6335,Positive
6336,Positive
6337,Positive
6338,Negative
6339,Positive
6340,Positive
6341,Positive
6342,Positive
6343,Positive
6344,Positive
6345,Negative
6346,Negative
6347,Positive
6348,Negative
6349,Positive
6350,Positive
6351,Negative
6352,Positive
6353,Positive
6354,Negative
6355,Positive
6356,Positive
6357,Positive
6358,Positive
6359,Positive
6360,Positive
6361,Positive
6362,Negative
6363,Negative
6364,Positive
6365,Positive
6366,Positive
6367,Positive
6368,Positive
6369,Negative
6370,Negative
6371,Negative
6372,Positive
6373,Negative
6374,Positive
6375,Positive
6376,Positive
6377,Positive
6378,Positive
6379,Negative
6380,Positive
6381,Positive
6382,Negative
6383,Positive
6384,Positive
6385,Positive
6386,Positive
6387,Positive
6388,Positive
6389,Negative
6390,Negative
6391,Negative
6392,Positive
6393,Positive
6394,Positive
6395,Positive
6396,Negative
6397,Negative
6398,Positive
6399,Positive
6400,Negative
6401,Positive
6402,Negative
6403,Positive
6404,Positive
6405,Negative
6406,Negative
6407,Negative
6408,Positive
6409,Negative
6410,Positive
6411,Positive
6412,Negative
6413,Negative
6414,Negative
6415,Positive
6416,Positive
6417,Positive
6418,Positive
6419,Negative
6420,Negative
6421,Positive
6422,Negative
6423,Positive
6424,Negative
6425,Positive
6426,Positive
6427,Negative
6428,Positive
6429,Positive
6430,Positive
6431,Positive
6432,Positive
6433,Negative
6434,Positive
6435,Positive
6436,Positive
6437,Positive
6438,Negative
6439,Positive
6440,Positive
6441,Positive
6442,Positive
6443,Negative
6444,Positive
6445,Positive
6446,Positive
6447,Positive
6448,Negative
6449,Positive
6450,Negative
6451,Negative
6452,Positive
6453,Positive
6454,Negative
6455,Positive
6456,Positive
6457,Positive
6458,Positive
6459,Negative
6460,Positive
6461,Positive
6462,Positive
6463,Positive
6464,Positive
6465,Positive
6466,Positive
6467,Positive
6468,Positive
6469,Positive
6470,Negative
6471,Negative
6472,Positive
6473,Positive
6474,Negative
6475,Positive
6476,Negative
6477,Negative
6478,Positive
6479,Negative
6480,Negative
6481,Negative
6482,Positive
6483,Positive
6484,Positive
6485,Positive
6486,Positive
6487,Positive
6488,Negative
6489,Positive
6490,Positive
6491,Positive
6492,Negative
6493,Positive
6494,Positive
6495,Positive
6496,Negative
6497,Positive
6498,Positive
6499,Negative
6500,Positive
6501,Positive
6502,Negative
6503,Positive
6504,Positive
6505,Positive
6506,Negative
6507,Negative
6508,Negative
6509,Positive
6510,Positive
6511,Negative
6512,Positive
6513,Negative
6514,Negative
6515,Negative
6516,Positive
6517,Positive
6518,Positive
6519,Negative
6520,Negative
6521,Negative
6522,Negative
6523,Positive
6524,Positive
6525,Positive
6526,Positive
6527,Positive
6528,Positive
6529,Positive
6530,Negative
6531,Positive
6532,Positive
6533,Negative
6534,Negative
6535,Positive
6536,Positive
6537,Negative
6538,Negative
6539,Negative
6540,Negative
6541,Positive
6542,Positive
6543,Positive
6544,Negative
6545,Positive
6546,Positive
6547,Negative
6548,Negative
6549,Positive
6550,Negative
6551,Negative
6552,Positive
6553,Negative
6554,Positive
6555,Negative
6556,Positive
6557,Positive
6558,Positive
6559,Positive
6560,Positive
6561,Negative
6562,Negative
6563,Positive
6564,Positive
6565,Negative
6566,Positive
6567,Positive
6568,Negative
6569,Negative
6570,Negative
6571,Positive
6572,Positive
